BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
MANHATTAN,208 West 23rd St,10011,1,7/20/22,N,N,N,N,N,N,N,N,,40.744338,-73.99624,4,3,91
MANHATTAN,127 FOURTH AVENUE,10003,1,6/25/21,N,N,N,N,N,N,N,N,,40.733213,-73.989926,3,2,42
BRONX,2601 HENRY HUDSON PARKWAY WEST,10463,1,6/23/20,N,N,N,N,N,N,N,N,Y,40.880741,-73.918291,8,11,301
MANHATTAN,180 WATER STREET,10038,2,10/27/21,N,N,N,N,N,N,N,N,,40.706787,-74.005114,1,1,1502
BRONX,1604 Metropolitan Avenue,10462,1,6/6/24,N,N,N,N,N,N,N,N,,40.840178,-73.856826,9,18,21002
BROOKLYN,300 Cadman Plaza West,11201,2,4/30/24,N,N,N,N,N,N,N,N,,40.695198,-73.990869,2,33,502
MANHATTAN,200 East 58th Street,10022,1,9/21/21,N,N,N,N,N,N,N,N,,40.760741,-73.966628,6,4,108
QUEENS,97-05 Horace Harding Expressway,11368,1,6/2/22,N,N,N,N,N,N,N,N,,40.734899,-73.862526,4,21,455
MANHATTAN,277 Park Avenue,10172,2,6/10/23,N,N,N,N,N,N,N,N,,40.755564,-73.975138,5,4,92
MANHATTAN,150 Westwest 55th street,,1,10/21/20,N,N,N,N,N,N,N,N,,,,,,
MANHATTAN,255 Fifth Avenue,10016,1,11/18/24,N,N,N,N,N,N,N,N,,40.744914,-73.987116,5,4,74
BROOKLYN,25 Chapel Street,11201,1,10/3/21,N,N,N,N,N,N,N,N,,40.697254,-73.986015,2,33,13
MANHATTAN,401 2nd Ave,10010,1,5/31/22,N,N,N,N,N,N,N,N,,40.737991,-73.980842,6,2,64
MANHATTAN,150 W 30 ST,10001,1,6/28/24,N,N,N,N,N,N,N,N,,40.747876,-73.991064,5,3,95
MANHATTAN,206 WEST   17 STREET,10011,1,7/11/20,N,N,N,N,N,N,N,N,Y,40.740693,-73.998838,4,3,81
BROOKLYN,1 Dock 72 Way,11251,2,3/17/20,N,N,N,N,N,N,N,N,,40.699809,-73.972176,2,33,543
MANHATTAN,19 West 21st Street,10010,1,1/5/21,N,N,N,N,N,N,N,N,,40.740649,-73.991408,5,3,58
MANHATTAN,180 West 135th Street,10030,1,3/9/23,N,N,N,N,N,N,N,N,,40.815114,-73.943263,10,9,228
MANHATTAN,10 Vanderbilt Avenue,10017,2,12/3/22,N,N,N,N,N,N,N,N,,40.752732,-73.978138,5,4,94
MANHATTAN,415 WEST 23 STREET,10011,1,10/4/21,N,N,N,N,N,N,N,N,,40.7468,-74.002028,4,3,93
MANHATTAN,200 WEST 54 STREET,10019,2,4/18/22,N,N,N,N,N,N,N,N,,40.763652,-73.981597,5,4,131
MANHATTAN,50 Riverside Drive,10024,1,3/20/23,N,N,N,N,N,N,N,N,,40.78368,-73.983426,7,6,163
MANHATTAN,72 fifth avenue,10011,1,4/14/20,N,N,N,N,N,N,N,N,,40.73542,-73.994053,2,3,63
MANHATTAN,195 Broadway,10007,4,4/24/21,N,N,N,N,N,N,N,N,,40.710536,-74.009378,1,1,13
MANHATTAN,215 WEST 98 STREET,10025,1,9/23/20,N,N,N,N,N,N,N,N,,40.79568,-73.970146,7,7,187
BROOKLYN,1381 Linden Boulevard,11212,1,9/9/24,N,N,N,N,N,N,N,N,,40.654436,-73.908974,16,42,922
MANHATTAN,200 East 61st Street,10065,1,2/7/24,N,N,N,N,N,N,N,N,,40.762657,-73.965338,8,4,110
MANHATTAN,15 West 72nd Street,10023,1,6/11/24,N,N,N,N,N,N,N,N,,40.77671,-73.977102,7,6,157
MANHATTAN,255 GREENWICH STREET,10007,1,12/6/20,N,N,N,N,N,N,N,N,Y,40.71445,-74.011475,1,1,21
MANHATTAN,3 Times Square,10036,2,5/30/24,N,N,N,N,N,N,N,N,,40.756376,-73.986713,5,3,119
MANHATTAN,33 Beekman Street,10038,1,12/27/23,N,N,N,N,N,N,N,N,,40.71055,-74.005771,1,1,1501
MANHATTAN,499 Park Avenue,10022,1,2/20/21,N,N,N,N,N,N,N,N,,40.762815,-73.969858,5,4,11203
MANHATTAN,40 Broad Street,10004,1,11/4/22,N,N,N,N,N,N,N,N,,40.706021,-74.011332,1,1,9
BRONX,4705 Henry Hudson Parkway,10471,1,9/22/21,N,N,N,N,N,N,N,N,,40.895547,-73.908376,8,11,30701
MANHATTAN,109 East 42 Street,10017,2,7/21/24,N,N,N,N,N,N,N,N,,40.751862,-73.977034,5,4,92
MANHATTAN,580 Fifth Ave,10036,1,9/28/24,N,N,N,N,N,N,N,N,,40.756959,-73.979025,5,4,96
MANHATTAN,301 East 75th Street,10021,1,10/19/22,N,N,N,N,N,N,N,N,,40.770611,-73.956579,8,5,134
MANHATTAN,103 EAST 84 STREET,10028,1,9/4/24,N,N,N,N,N,N,N,N,,40.778706,-73.957769,8,4,14801
MANHATTAN,155 west 60th street,10023,1,12/23/20,N,N,N,N,N,N,N,N,,40.770503,-73.985826,7,3,145
BROOKLYN,385 Flatbush Avenue,11238,2,3/10/23,N,N,N,N,N,N,N,N,,40.676202,-73.971736,8,39,159
MANHATTAN,10 PARK AVENUE,10016,1,11/16/20,N,N,N,N,N,N,N,N,Y,40.747339,-73.981165,6,2,74
MANHATTAN,225 East 63rd Street,10065,1,3/11/24,N,N,N,N,N,N,N,N,,40.76376,-73.964031,8,4,110
MANHATTAN,106-110 LAFAYETTE STREET,10013,1,11/14/24,N,N,N,N,N,N,N,N,,40.718011,-74.000927,1,1,31
MANHATTAN,307 West 38th Street,10018,1,10/14/23,N,N,N,N,N,N,N,N,,40.754946,-73.992175,4,3,115
MANHATTAN,850 Third Avenue,10022,2,10/29/22,N,N,N,N,N,N,N,N,,40.756924,-73.969976,6,4,100
MANHATTAN,504-510 WEST 110 STREET,10025,1,5/29/24,N,N,N,N,N,N,N,N,,40.803276,-73.964606,7,7,195
MANHATTAN,136 EAST 64 STREET,10065,1,9/16/24,N,N,N,N,N,N,N,N,,40.765569,-73.966427,8,4,120
MANHATTAN,1301 Sixth Avenue,10019,1,4/29/23,N,N,N,N,N,N,N,N,,40.761244,-73.979457,5,4,131
MANHATTAN,200 West 15 Street,10011,1,7/9/20,N,N,N,N,N,N,N,N,,40.739417,-73.999614,4,3,81
BRONX,370 East 150th Street,10455,1,11/21/22,N,N,N,N,N,N,N,N,,40.817031,-73.918539,1,17,65
MANHATTAN,25 SUTTON PLACE SOUTH,10022,2,7/14/20,N,N,N,N,N,N,N,N,,40.75648,-73.961299,6,5,10601
BROOKLYN,2350 OCEAN AVENUE,11229,1,12/4/20,N,N,N,N,N,N,N,N,,40.604586,-73.952409,15,48,560
MANHATTAN,106 Morningside Dr,10027,1,4/18/24,N,N,N,N,N,N,N,N,,40.809169,-73.957374,9,7,20701
BRONX,100 Bellamy Loop,10475,1,5/16/24,N,N,N,N,N,N,N,N,,40.87261,-73.825656,10,12,46201
QUEENS,269-10 Grand Central Parkway,11005,3,4/12/21,N,N,A,N,N,N,N,N,,40.759289,-73.713493,13,23,155101
MANHATTAN,62 William Street,10005,1,7/2/21,N,N,N,N,N,N,N,N,,40.707166,-74.008793,1,1,7
MANHATTAN,108 Fifth Avenue,10011,1,10/20/21,N,N,N,N,N,N,N,N,,40.737306,-73.992992,5,3,54
MANHATTAN,20 Hudson Yards,10001,2,10/20/23,N,N,N,N,N,N,N,N,,40.753045,-74.000282,4,3,99
MANHATTAN,1166 Sixth Avenue,10036,9,3/14/20,N,N,N,N,N,N,N,N,,40.757004,-73.982526,5,4,96
MANHATTAN,1384 Broadway,10018,1,6/8/20,N,N,N,N,N,N,N,N,Y,40.752577,-73.987378,5,4,109
MANHATTAN,1560 Broadway,10036,1,3/5/22,N,N,N,N,N,N,N,N,,40.75886,-73.984843,5,4,125
MANHATTAN,150 East 58th Street,10155,1,1/27/25,N,N,N,N,N,N,N,N,,40.761398,-73.968183,6,4,11203
MANHATTAN,45 BROADWAY,10006,1,5/30/20,N,N,N,N,N,N,N,N,Y,40.706397,-74.012829,1,1,13
MANHATTAN,34 WEST 33 STREET,10001,1,9/30/23,N,N,N,N,N,N,N,N,,40.748364,-73.986484,5,4,76
MANHATTAN,310 East 102 Street,10029,1,6/13/24,N,N,N,N,N,N,N,N,,40.787881,-73.943925,11,8,164
MANHATTAN,131 EAST   81 STREET,10028,1,9/3/20,N,N,N,N,N,N,N,N,Y,40.776469,-73.95837,8,4,140
MANHATTAN,510 East 85th Street,10028,1,6/13/22,N,N,N,N,N,N,N,N,,40.775018,-73.947106,8,5,14401
MANHATTAN,1425 Madison Ave,10029,1,10/31/24,N,N,N,N,N,N,N,N,,40.788758,-73.953032,11,8,168
MANHATTAN,220 EAST 67 STREET,10065,1,10/6/23,N,N,N,N,N,N,N,N,,40.766276,-73.962279,8,4,118
MANHATTAN,1249 Park Avenue,10029,1,10/24/23,N,N,N,N,N,N,N,N,,40.78696,-73.952239,11,5,15802
MANHATTAN,201 PARK AVENUE SOUTH,10003,1,2/19/20,N,N,N,N,N,N,N,N,Y,40.736644,-73.988944,5,2,50
MANHATTAN,1125 PARK AVENUE,10128,1,11/30/20,N,N,N,N,N,N,N,N,,40.782973,-73.955152,8,4,14802
MANHATTAN,253 West 72nd Street,10023,1,6/7/23,N,N,N,N,N,N,N,N,,40.77933,-73.983311,7,6,159
MANHATTAN,315 West 23rd Street,10011,1,6/21/21,N,N,N,N,N,N,N,N,,40.745601,-73.999192,4,3,93
MANHATTAN,261 West 36th Street,10018,1,4/14/21,N,N,N,N,N,N,N,N,,40.752978,-73.991327,5,3,109
MANHATTAN,129 West 27th Street,10001,1,11/15/24,N,N,N,N,N,N,N,N,,40.745894,-73.992064,5,3,95
MANHATTAN,306 East 117th Street,10035,1,8/26/20,N,N,N,N,N,N,N,N,Y,40.797489,-73.936856,11,8,188
MANHATTAN,2 Broadway,10004,2,3/4/22,N,N,N,N,N,N,N,N,,40.704119,-74.013186,1,1,9
MANHATTAN,201 West 85th Street,10024,1,7/13/23,N,N,N,N,N,N,N,N,,40.787101,-73.975726,7,6,171
BROOKLYN,33 University Plaza,11201,1,3/19/21,N,N,N,N,N,N,N,N,,40.69071,-73.98144,2,35,31
MANHATTAN,2 Wall Street,10005,3,9/24/22,N,N,N,N,N,N,N,N,,40.707725,-74.011632,1,1,7
MANHATTAN,131 East 81st Street,10028,1,12/15/22,N,N,N,N,N,N,N,N,,40.776469,-73.95837,8,4,140
MANHATTAN,180 Maiden Lane,10005,2,3/23/24,N,N,N,N,N,N,N,N,,40.705308,-74.004873,1,1,7
BRONX,3777 INDEPENDENCE AVE,10463,1,12/1/22,N,N,N,N,N,N,N,N,,40.8889,-73.913036,8,11,309
MANHATTAN,14 Wall Street,10005,7,5/29/21,N,N,N,N,N,N,N,N,,40.707347,-74.010997,1,1,7
MANHATTAN,291 BROADWAY,10007,1,8/30/22,N,N,N,N,N,N,N,N,,40.714824,-74.005779,1,1,33
MANHATTAN,245 East 19th Street,10003,1,2/7/24,N,N,N,N,N,N,N,N,,40.735828,-73.983614,6,2,64
MANHATTAN,457 West 57th Street,10019,1,8/3/22,N,N,N,N,N,N,N,N,,40.768585,-73.987271,4,3,139
BROOKLYN,184 JORALEMON STREET,11201,1,6/9/20,N,N,N,N,N,N,N,N,,40.692671,-73.991901,2,33,9
MANHATTAN,701 Seventh Avenue,10036,1,2/16/22,N,N,N,N,N,N,N,N,,40.759293,-73.984543,5,4,125
MANHATTAN,50 West 34 Street,10001,2,10/12/21,N,N,N,N,N,N,N,N,,40.74936,-73.986773,5,4,76
MANHATTAN,51 Fifth Avenue,10003,1,11/3/21,N,N,N,N,N,N,N,N,,40.734572,-73.994645,2,2,61
MANHATTAN,936 Fifth Avenue,10021,1,7/31/24,N,N,N,N,N,N,N,N,,40.774196,-73.965365,8,4,130
MANHATTAN,512 E. 71st Street,10021,2,9/5/23,N,N,N,N,N,N,N,N,,40.765949,-73.953752,8,5,124
MANHATTAN,244 West 74th Street,10023,1,3/16/21,N,N,N,N,N,N,N,N,,40.780762,-73.982675,7,6,159
MANHATTAN,340 WEST 72 STREET,10023,1,10/10/24,N,N,N,N,N,N,N,N,,40.780392,-73.985903,7,6,159
MANHATTAN,600 West 116 Street,10027,1,12/26/24,N,N,N,N,N,N,N,N,,40.808098,-73.964133,9,7,205
MANHATTAN,43 FIFTH AVENUE,10003,1,12/29/22,N,N,N,N,N,N,N,N,,40.734125,-73.99497,2,2,61
BROOKLYN,210 Joralemon street,11201,1,8/11/22,A,A,N,N,N,N,N,N,,40.692459,-73.990491,2,33,9
BROOKLYN,1 Bell Slip,11222,1,9/22/22,N,N,N,N,N,N,N,N,,,,,,
MANHATTAN,500 EAST 77 STREET,10162,3,9/15/20,N,N,N,N,N,N,N,N,,40.769975,-73.951186,8,5,132
MANHATTAN,40 West 72nd Street,10023,1,7/26/23,N,N,N,N,N,N,N,N,,40.776993,-73.977827,7,6,157
MANHATTAN,199 Church Street,10007,1,12/18/21,N,N,N,N,N,N,N,N,,40.716182,-74.00694,1,1,33
MANHATTAN,300 Mercer Street,10003,1,6/22/21,N,N,N,N,N,N,N,N,,40.730458,-73.99365,2,1,57
MANHATTAN,44 East 32nd Street,10016,1,3/30/24,N,N,N,N,N,N,N,N,,40.746261,-73.983399,5,2,74
MANHATTAN,1255 Fifth Avenue,10029,1,11/5/20,N,N,N,N,N,N,N,N,,40.79505,-73.95055,11,9,17401
MANHATTAN,606 West 57th Street,10019,1,4/6/22,N,N,N,N,N,N,N,N,,40.770531,-73.991945,4,6,135
MANHATTAN,49 West 32nd Street,10001,1,12/19/22,N,N,N,N,N,N,N,N,,40.747738,-73.986849,5,4,76
MANHATTAN,308 East 79th Street,10075,1,5/26/21,N,N,N,N,N,N,N,N,,40.773124,-73.95457,8,5,134
MANHATTAN,211 East 53rd Street,10022,1,10/27/21,N,N,N,N,N,N,N,N,,40.757501,-73.968893,6,4,98
MANHATTAN,200 Madison Ave,10016,2,12/11/21,N,N,N,N,N,N,N,N,,40.748528,-73.982413,5,4,82
MANHATTAN,333 East 41st Street,10017,1,7/28/21,N,N,N,N,N,N,N,N,,40.748603,-73.971366,6,4,88
MANHATTAN,778 Park Avenue,10021,1,7/21/21,N,N,N,N,N,N,N,N,,40.771972,-73.963203,8,4,130
QUEENS,29-10 Thomson Avenue,11101,1,4/24/24,N,N,N,N,N,N,N,N,,40.745216,-73.937602,2,26,1
MANHATTAN,345 EAST 86TH STREET,10028,1,5/13/21,N,N,N,N,N,N,N,N,,40.777418,-73.950639,8,5,14602
MANHATTAN,1515 BROADWAY,10036,2,11/23/24,N,N,N,N,N,N,N,N,,40.757636,-73.985804,5,3,119
MANHATTAN,627 BROADWAY,10012,1,6/18/22,N,N,N,N,N,N,N,N,,40.726058,-73.996255,2,1,5501
MANHATTAN,311 East 38th Street,10016,1,12/12/23,N,N,N,N,N,N,N,N,,40.747041,-73.973416,6,4,78
MANHATTAN,55 Central Park West,10023,1,9/19/23,N,N,N,N,N,N,N,N,,40.772105,-73.97897,7,6,149
BROOKLYN,8800 20 AVENUE,11214,1,5/14/20,N,N,N,N,N,N,N,N,Y,40.600666,-74.002355,11,43,282
MANHATTAN,405 LEXINGTON AVE,10174,5,12/21/24,N,N,N,N,N,N,N,N,,40.751823,-73.97576,6,4,92
MANHATTAN,215 WEST 98 STREET,10025,1,6/15/21,N,N,N,N,N,N,N,N,,40.79568,-73.970146,7,7,187
MANHATTAN,116 John Street,10038,1,9/16/24,N,N,N,N,N,N,N,N,,40.707605,-74.00572,1,1,1502
MANHATTAN,28 EAST   70 STREET,10021,1,7/2/20,N,N,N,N,N,N,N,N,Y,40.770375,-73.966168,8,4,122
MANHATTAN,241 east 86 street,10028,1,5/25/22,N,N,N,N,N,N,N,N,,40.778416,-73.953003,8,5,14602
MANHATTAN,520 Broadway,10012,1,1/25/25,N,N,N,N,N,N,N,N,,40.722663,-73.999105,2,1,45
QUEENS,25-01 Jackson Avenue,11101,2,3/9/22,N,N,N,N,N,N,N,N,,40.746845,-73.94444,2,26,19
MANHATTAN,25 Union Square West,10003,2,6/14/22,N,N,N,N,N,N,N,N,,40.73629,-73.990936,5,2,52
MANHATTAN,17 Park Avenue,10016,1,2/23/22,N,N,N,N,N,N,N,N,,40.747578,-73.980962,6,2,72
BRONX,851 grand concourse,10451,1,7/27/22,N,N,N,N,N,N,N,N,,40.826048,-73.923102,4,8,63
MANHATTAN,490 West End Avenue,10024,1,4/19/24,N,N,N,N,N,N,N,N,,40.787193,-73.979084,7,6,171
BROOKLYN,385 Flatbush Avenue Ext,11201,1,3/10/23,N,N,N,N,N,N,N,N,,40.690243,-73.981368,2,35,31
MANHATTAN,11 West 25th Street,10010,1,12/17/22,N,N,N,N,N,N,N,N,,40.743265,-73.989679,5,3,58
MANHATTAN,1 Bryant Park,10036,3,7/31/24,N,N,N,N,N,N,N,N,,40.755182,-73.98388,5,4,119
MANHATTAN,79 Washington Place,10011,1,6/2/20,N,N,N,N,N,N,N,N,Y,40.731951,-73.999751,2,1,65
MANHATTAN,8 West 38th Street,10018,1,7/8/23,N,N,N,N,N,N,N,N,,40.751215,-73.983354,5,4,84
MANHATTAN,225 E 73 ST,10021,1,9/23/21,N,N,N,N,N,N,N,N,,40.770137,-73.959385,8,4,126
MANHATTAN,570 Lexington Avenue,10022,3,12/17/22,N,N,N,N,N,N,N,N,,40.756925,-73.972066,5,4,100
MANHATTAN,23 EAST   74 STREET,10021,1,10/27/20,N,N,N,N,N,N,N,N,Y,40.773309,-73.96495,8,4,130
MANHATTAN,119 5th Avenue,10003,2,12/12/20,N,N,N,N,N,N,N,N,Y,40.739172,-73.991303,5,2,52
MANHATTAN,60 Nagle Avenue,10040,1,5/16/22,N,N,N,N,N,N,N,N,,40.860031,-73.929024,12,10,285
MANHATTAN,235 EAST 40 STREET,10016,1,11/10/21,N,N,N,N,N,N,N,N,,40.748864,-73.973892,6,4,88
MANHATTAN,111 EAST 30 STREET,10016,1,11/8/21,N,N,N,N,N,N,N,N,,40.74429,-73.982512,5,2,72
MANHATTAN,60 East 56th Street,10022,1,12/18/21,N,N,N,N,N,N,N,N,,40.761358,-73.972262,5,4,102
MANHATTAN,333 EAST 75TH STREET,10021,1,5/11/21,N,N,N,N,N,N,N,N,,40.770383,-73.956041,8,5,134
MANHATTAN,23 East 74th Street,10021,1,9/17/24,N,N,N,N,N,N,N,N,,40.773309,-73.96495,8,4,130
MANHATTAN,225 West 106th Street,10025,2,8/2/22,N,N,N,N,N,N,N,N,,40.801119,-73.967298,7,7,195
MANHATTAN,1176 Fifth Ave,10029,2,10/22/20,N,N,N,N,N,N,N,N,,40.789686,-73.954451,11,8,168
MANHATTAN,56 LEONARD STREET,10013,1,8/6/20,N,N,N,N,N,N,N,N,Y,40.717898,-74.006273,1,1,33
MANHATTAN,57 WEST 58 STREET,10019,1,6/12/24,N,N,N,N,N,N,N,N,,40.76452,-73.975528,5,4,11201
STATEN ISLAND,55 Holland Avenue,10303,1,12/29/22,N,N,N,N,N,N,N,N,,40.638993,-74.171244,1,49,31902
MANHATTAN,115 Central Park West,10023,1,10/12/21,N,N,A,N,N,N,N,N,,40.775878,-73.976217,7,6,157
MANHATTAN,171 East 84th Street,10028,1,6/21/22,N,N,N,N,N,N,N,N,,40.777843,-73.955722,8,5,14801
MANHATTAN,365 West 25th Street,10001,1,10/10/22,N,N,N,N,N,N,N,N,,40.747426,-73.999552,4,3,93
MANHATTAN,333 Central Park West,10025,1,6/1/23,N,N,N,N,N,N,N,N,,40.790055,-73.965869,7,6,177
BROOKLYN,383 Pulaski Street,11206,1,11/17/21,N,N,N,N,N,N,N,N,,40.694036,-73.934812,3,36,287
MANHATTAN,1199 PARK AVENUE,10128,1,4/6/21,N,N,N,N,N,N,N,N,,40.785338,-73.953424,8,4,15801
BROOKLYN,12399 FLATLANDS AVENUE,11207,2,10/20/20,N,N,N,N,N,N,N,N,Y,40.657169,-73.876025,5,42,1078
MANHATTAN,420 West End Avenue,10024,1,7/21/21,N,N,N,N,N,N,N,N,,40.785209,-73.980522,7,6,167
MANHATTAN,125 Broad Street,10004,2,7/20/24,N,N,N,N,N,N,N,N,,40.702112,-74.011249,1,1,9
MANHATTAN,285 Riverside Drive,10025,1,5/23/23,N,N,N,N,N,N,N,N,,40.798941,-73.972323,7,6,187
MANHATTAN,49 WEST 12TH STREET,10011,1,8/21/20,N,N,N,N,N,N,N,N,,40.735349,-73.996164,2,3,63
MANHATTAN,33 West 17th Street,10011,1,12/10/24,N,N,N,N,N,N,N,N,,40.738437,-73.99344,5,3,54
MANHATTAN,26 EAST 14TH STREET,10003,1,9/11/23,N,N,N,N,N,N,N,N,,40.735489,-73.992397,2,2,61
MANHATTAN,510 EAST 86 STREET,10028,1,9/30/20,N,N,N,N,N,N,N,N,,40.775682,-73.946557,8,5,14401
MANHATTAN,600 Madison Avenue,10022,1,3/19/22,N,N,N,N,N,N,N,N,,40.762629,-73.972125,5,4,11202
MANHATTAN,60 WEST 37TH STREET,10018,1,3/17/22,N,N,N,N,N,N,N,N,,40.751114,-73.985025,5,4,84
MANHATTAN,1136 Fifth Avenue,10128,2,12/5/24,N,N,N,N,N,N,N,N,,40.787019,-73.956399,8,4,16001
MANHATTAN,241 AVENUE OF THE AMERICAS,10014,1,6/17/20,N,N,N,N,N,N,N,N,Y,40.728567,-74.003045,2,3,67
MANHATTAN,68 East 86th Street,10028,1,7/20/23,N,N,N,N,N,N,N,N,,40.780558,-73.958125,8,4,15001
MANHATTAN,410 CENTRAL PARK WEST,10025,1,2/22/24,N,N,N,N,N,N,N,N,,40.794764,-73.96244,7,7,189
MANHATTAN,425 Lexington Avenue,10017,1,11/14/20,N,N,N,N,N,N,N,N,,40.752424,-73.97532,6,4,92
MANHATTAN,325 EAST 84 STREET,10028,1,9/24/20,N,N,N,N,N,N,N,N,,40.77625,-73.95194,8,5,14601
MANHATTAN,170 West 74th Street,10023,2,12/4/24,N,N,N,N,N,N,N,N,,40.779661,-73.980065,7,6,157
MANHATTAN,993 FIFTH AVENUE,10028,1,8/30/23,N,N,N,N,N,N,N,N,,40.777917,-73.963041,8,4,142
MANHATTAN,731 Lexington Avenue,10022,3,10/12/24,N,N,N,N,N,N,N,N,,40.761887,-73.968421,6,4,11203
MANHATTAN,179 Henry Street,10002,1,3/14/24,N,N,N,N,N,N,N,N,,40.713539,-73.98837,3,1,6
MANHATTAN,303 LEXINGTON AVE,10016,1,7/31/23,N,N,N,N,N,N,N,N,,40.748607,-73.978104,6,4,80
MANHATTAN,700 Eighth Ave,10036,3,3/7/24,N,N,N,N,N,N,N,N,,40.758663,-73.988738,5,3,119
MANHATTAN,178 East 70th Street,10021,1,7/7/23,N,N,N,N,N,N,N,N,,40.768689,-73.962187,8,4,120
MANHATTAN,120 East 56th Street,10022,1,9/30/23,N,N,N,N,N,N,N,N,,40.760539,-73.970328,5,4,100
MANHATTAN,304 West 154th Street,10039,1,2/15/22,N,N,N,N,N,N,N,N,,40.828621,-73.938098,10,9,23502
BRONX,1604 Metropolitan Avenue,10462,1,6/2/22,N,N,N,N,N,N,N,N,,40.840178,-73.856826,9,18,21002
MANHATTAN,480 Second Avenue,10016,1,8/13/20,N,N,N,N,N,N,N,N,,40.740485,-73.978998,6,2,66
MANHATTAN,123 East 112th Street,10029,1,9/22/20,N,N,N,N,N,N,N,N,Y,40.796381,-73.944178,11,8,182
MANHATTAN,386 Park Avenue South,10016,2,9/23/20,N,N,N,N,N,N,N,N,,40.742803,-73.984468,5,2,56
MANHATTAN,1235 Amsterdam Avenue,10027,1,12/27/21,N,N,N,N,N,N,N,N,,40.809801,-73.958862,9,7,20701
MANHATTAN,24 West 30th Street,10001,1,12/14/24,N,N,N,N,N,N,N,N,,40.746415,-73.987589,5,4,76
MANHATTAN,444 EAST 52 STREET,10022,1,5/25/22,N,N,N,N,N,N,N,N,,40.754694,-73.964242,6,4,8603
MANHATTAN,370 West 30th Street,10001,1,6/14/23,N,N,N,N,N,N,N,N,,40.750464,-73.997134,4,3,97
MANHATTAN,4 Park Avenue,10016,1,11/22/21,N,N,N,N,N,N,N,N,,40.746752,-73.981598,5,2,74
MANHATTAN,599 West End Avenue,10024,1,10/16/24,N,N,N,N,N,N,N,N,,40.79081,-73.976707,7,6,175
MANHATTAN,423 WEST 55 STREET,10019,1,12/31/24,N,N,N,N,N,N,N,N,,40.766993,-73.987531,4,3,139
MANHATTAN,25 broadway,10004,2,6/9/21,N,N,N,N,N,N,N,N,,40.705752,-74.013374,1,1,13
MANHATTAN,66 WEST 12TH STREET,10011,1,6/20/22,N,N,N,N,N,N,N,N,,40.735744,-73.997139,2,3,63
MANHATTAN,383 Madison Avenue,10179,4,2/3/24,N,N,N,N,N,N,N,N,,40.75582,-73.977065,5,4,94
MANHATTAN,131 EAST   66 STREET,10065,1,10/28/20,N,N,N,N,N,N,N,N,Y,40.766513,-73.964748,8,4,120
MANHATTAN,134 West 37 Street,10018,1,7/30/22,N,N,N,N,N,N,N,N,,40.752377,-73.988028,5,3,109
MANHATTAN,388 greenwich street,10013,2,9/26/20,N,N,N,N,N,N,N,N,,40.720659,-74.010098,1,1,39
MANHATTAN,205 Third Avenue,10003,1,10/16/23,N,N,N,N,N,N,N,N,,40.735875,-73.985289,6,2,48
MANHATTAN,27 West 96th Street,10025,1,5/13/24,N,N,N,N,N,N,N,N,,40.792166,-73.965857,7,7,181
MANHATTAN,230 West 38th Street,10018,1,7/24/21,N,N,N,N,N,N,N,N,,40.753942,-73.989829,5,3,109
MANHATTAN,501 Seventh Avenue,10018,1,6/4/24,N,N,N,N,N,N,N,N,,40.752984,-73.989165,5,3,109
MANHATTAN,140 Riverside Drive,10024,1,8/25/22,N,N,N,N,N,N,N,N,,40.790374,-73.979596,7,6,175
MANHATTAN,330 West 72nd Street,10023,1,9/13/22,N,N,N,N,N,N,N,N,,40.780357,-73.985813,7,6,159
MANHATTAN,75 WEST END AVENUE,10023,1,11/9/22,N,N,N,N,N,N,N,N,,40.77422,-73.989237,7,6,151
MANHATTAN,157 East 32nd Street,10016,1,10/16/23,N,N,N,N,N,N,N,N,,40.744872,-73.980054,6,2,72
MANHATTAN,2333 Fifth Avenue,10037,1,8/14/23,N,N,N,N,N,N,N,N,,40.816767,-73.934713,11,9,210
BROOKLYN,1 Metrotech Center,11201,2,5/5/20,N,N,N,N,N,N,N,N,,40.693463,-73.987227,2,33,11
MANHATTAN,57 East 57th Street,10022,2,3/16/22,N,N,N,N,N,N,N,N,,40.762058,-73.971793,5,4,11202
MANHATTAN,113 UNIVERSITY PLACE,10003,1,11/22/21,N,N,N,N,N,N,N,N,,40.734375,-73.99239,2,2,61
MANHATTAN,302 West 12th Street,10014,1,7/24/24,N,N,A,N,N,N,N,N,,40.737539,-74.004561,2,3,77
MANHATTAN,302 5th ave,10001,1,5/22/21,N,N,N,N,N,N,N,N,,40.746681,-73.985856,5,4,76
MANHATTAN,470 LENOX AVENUE,10037,1,10/5/20,N,N,N,N,N,N,N,N,,40.813008,-73.94165,10,9,212
MANHATTAN,116 East 66th Street,10065,1,12/22/20,N,N,A,N,N,N,N,N,,40.766887,-73.965672,8,4,120
MANHATTAN,60 East 42 Street,10165,4,12/20/24,N,N,N,N,N,N,N,N,,40.752532,-73.978662,5,4,82
MANHATTAN,121 WEST 20 STREET,10011,1,12/6/23,N,N,N,N,N,N,N,N,,40.741409,-73.995038,4,3,87
