BOROUGH,ADDRESS,ZIP,TANK_NUM,INSPECTION_DATE,INTERNAL_STRUCTURE,EXTERNAL_STRUCTURE,SEDIMENT,BIOLOGICAL_GROWTH,DEBRIS_INSECTS,RODENT_BIRD,COLIFORM,ECOLI,MEET_STANDARDS,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT
MANHATTAN,12 West 31st Street,10001,1,7/29/23,N,N,N,N,N,N,N,N,,40.746838,-73.986683,5,4,76
QUEENS,65-30 Kissena Blvd,11367,1,7/29/22,N,N,N,N,N,N,N,N,,40.736707,-73.814703,8,24,809
MANHATTAN,600 West 113th Street,10025,1,10/24/23,N,N,N,N,N,N,N,N,,40.806202,-73.965619,9,7,199
MANHATTAN,435 WEST 57 STREET,10019,1,9/13/23,N,N,N,N,N,N,N,N,,40.768395,-73.986827,4,3,139
MANHATTAN,498 Seventh Ave,10018,1,10/5/24,N,N,N,N,N,N,N,N,,40.752808,-73.98932,5,3,109
MANHATTAN,56 West 11th Street,10011,1,7/25/24,N,N,N,N,N,N,N,N,,40.734764,-73.996807,2,3,63
MANHATTAN,192 Lexington Avenue,10016,1,11/5/22,N,N,N,N,N,N,N,N,,40.744919,-73.980815,5,2,72
MANHATTAN,50 W. 57th Street,10019,2,2/11/23,N,N,N,N,N,N,N,N,,40.763639,-73.97559,5,4,11201
MANHATTAN,15 West 28th Street,10001,1,3/14/22,N,N,N,N,N,N,N,N,,40.74515,-73.988383,5,4,76
MANHATTAN,156 WEST   44 STREET,10036,1,10/5/20,N,N,N,N,N,N,N,N,Y,40.756746,-73.984634,5,4,119
MANHATTAN,185 Park Row,10038,1,5/29/24,N,N,N,N,N,N,N,N,,40.713141,-74.000115,3,1,27
MANHATTAN,111 john street,10038,2,5/16/23,N,N,N,N,N,N,N,N,,40.707671,-74.005764,1,1,1502
MANHATTAN,290 BROADWAY,10007,1,6/10/20,N,N,N,N,N,N,N,N,,40.714807,-74.005764,1,1,31
MANHATTAN,1 FIFTH AVENUE,10003,1,11/29/22,N,N,N,N,N,N,N,N,,40.731913,-73.996587,2,1,59
QUEENS,61-25 98th Street,11374,1,10/5/21,N,N,N,N,N,N,N,N,,40.734257,-73.860517,6,29,71702
MANHATTAN,36 Sutton Place South,10022,1,5/30/24,N,N,N,N,N,N,N,N,,40.756239,-73.961505,6,5,10601
MANHATTAN,44 WEST 28 STREET,10001,1,10/29/24,N,N,N,N,N,N,N,N,,40.745556,-73.989386,5,3,58
MANHATTAN,1540 Broadway,10036,1,7/10/21,N,N,N,N,N,N,N,N,,40.757847,-73.985009,5,4,119
MANHATTAN,118 East 60th Street,10022,1,12/7/20,N,N,N,N,N,N,N,N,Y,40.763182,-73.968511,8,4,11402
MANHATTAN,109 West 38th Street,10018,1,10/24/20,N,N,N,N,N,N,N,N,Y,40.752544,-73.986462,5,4,113
BRONX,730 East 232nd Street,10466,1,2/12/25,N,N,N,N,N,N,N,N,,40.892368,-73.856551,12,12,422
MANHATTAN,252 West 17 Street,10011,1,5/13/20,N,N,N,N,N,N,N,N,,40.741088,-73.999773,4,3,81
MANHATTAN,300 East 95 Street,10128,1,10/30/24,N,N,N,N,N,N,N,N,,40.783411,-73.947229,8,5,15601
BROOKLYN,313 GOLD STREET,11201,1,12/29/20,N,N,N,N,N,N,N,N,Y,40.695003,-73.983249,2,35,15
MANHATTAN,200 Park Avenue South,10003,1,8/9/24,N,N,N,N,N,N,N,N,,40.736787,-73.989305,5,2,52
MANHATTAN,212 East 47th Street,10017,1,9/28/23,N,N,N,N,N,N,N,N,,40.753714,-73.971612,6,4,90
MANHATTAN,500 5th ave,10110,3,6/6/20,N,N,N,N,N,N,N,N,,40.753543,-73.980856,5,4,96
BROOKLYN,311 Patchen Ave,11233,1,5/2/24,N,N,N,N,N,N,N,N,,40.680567,-73.925559,3,41,381
BROOKLYN,1360 OCEAN PARKWAY,11230,1,11/10/23,N,N,N,N,N,N,N,N,,40.615623,-73.968858,12,44,444
MANHATTAN,550 West 157 Street,10032,1,9/9/21,N,N,N,N,N,N,N,N,,40.83383,-73.944356,12,7,241
QUEENS,99-40 63rd Road,11374,1,9/23/21,N,N,N,N,N,N,N,N,,40.732701,-73.855599,6,29,721
MANHATTAN,305 East 72nd Street,10021,1,11/13/24,N,N,N,N,N,N,N,N,,40.768654,-73.957992,8,5,126
BRONX,700 Morris Avenue,10451,2,9/14/20,N,N,N,N,N,N,N,N,,40.820856,-73.921168,1,17,67
MANHATTAN,44 W 77 ST,10024,1,9/19/22,N,N,N,N,N,N,N,N,,40.780374,-73.975764,7,6,161
MANHATTAN,400 East 36 Street,10016,3,7/20/21,N,N,N,N,N,N,N,N,,40.744985,-73.972399,6,4,8601
MANHATTAN,1585 Broadway,10036,1,4/23/22,N,N,N,N,N,N,N,N,,40.760216,-73.985334,5,3,125
MANHATTAN,25 Union Square West,10003,3,7/27/20,N,N,N,N,N,N,N,N,,40.73629,-73.990936,5,2,52
MANHATTAN,300 PARK AVENUE,10022,2,11/23/21,N,N,N,N,N,N,N,N,,40.756802,-73.974271,5,4,102
MANHATTAN,52 Vanderbilt Avenue,10017,2,12/21/24,N,N,N,N,N,N,N,N,,40.754036,-73.977214,5,4,94
MANHATTAN,75 Broad Street,10004,3,4/30/22,N,N,N,N,N,N,N,N,,40.704541,-74.011552,1,1,9
BROOKLYN,360 Adams Street,11201,1,12/12/20,N,N,N,N,N,N,N,N,,40.694122,-73.988904,2,33,11
BROOKLYN,45 Hoyt Street,11201,1,12/26/24,N,N,N,N,N,N,N,N,,40.689269,-73.985973,2,33,37
MANHATTAN,277 Broadway,10007,1,6/10/20,N,N,N,N,N,N,N,N,Y,40.714349,-74.006172,1,1,21
MANHATTAN,320 Park Avenue,10022,1,3/8/25,N,N,N,N,N,N,N,N,,40.75745,-73.973798,5,4,102
MANHATTAN,254 West 31st Street,10001,1,6/6/20,N,N,N,N,N,N,N,N,Y,40.749734,-73.993532,5,3,101
MANHATTAN,300 East 33rd Street,10016,1,2/23/21,N,N,N,N,N,N,N,N,,40.744001,-73.976156,6,2,70
MANHATTAN,301 East 48th Street,10017,1,10/15/24,N,N,N,N,N,N,N,N,,40.753493,-73.969097,6,4,90
MANHATTAN,355 West 52nd St,10019,1,9/23/23,N,N,N,N,N,N,N,N,,40.764341,-73.987069,4,3,133
MANHATTAN,231 EAST 55 STREET,10022,1,10/18/21,N,N,N,N,N,N,N,N,,40.758615,-73.967658,6,4,108
MANHATTAN,29 WEST 17TH STREET,10011,1,12/2/23,N,N,N,N,N,N,N,N,,40.738398,-73.993346,5,3,54
MANHATTAN,66 Madison Avenue,10016,1,9/27/22,N,N,N,N,N,N,N,N,,40.743596,-73.986009,5,2,56
MANHATTAN,465 West 23rd Street,10011,1,10/8/24,N,N,N,N,N,N,N,N,,40.747226,-74.003046,4,3,93
MANHATTAN,470 LENOX AVE,10037,1,11/5/22,N,N,N,N,N,N,N,N,,40.813008,-73.94165,10,9,212
MANHATTAN,45 East 22nd Street,10010,1,9/7/21,N,N,N,N,N,N,N,N,,40.740119,-73.98825,5,2,56
MANHATTAN,570 Grand Street,10002,1,8/13/20,N,N,N,N,N,N,N,N,,40.713724,-73.979136,3,1,1001
MANHATTAN,155 EAST 50 STREET,10022,1,12/8/21,N,N,N,N,N,N,N,N,,40.756206,-73.971644,6,4,100
MANHATTAN,412 East 55th Street,10022,1,7/2/24,N,N,N,N,N,N,N,N,,40.756777,-73.963345,6,4,10601
MANHATTAN,432 Park Avenue,10022,1,10/8/24,N,N,N,N,N,N,N,N,,40.761042,-73.971176,5,4,11202
MANHATTAN,75 Broad Street,10004,4,5/1/21,N,N,N,N,N,N,N,N,,40.704541,-74.011552,1,1,9
MANHATTAN,301 EAST 47TH STREET,10017,1,12/30/20,N,N,N,N,N,N,N,N,,40.75295,-73.96975,6,4,90
MANHATTAN,143 West 20th Street,10011,1,6/28/23,N,N,N,N,N,N,N,N,,40.741786,-73.995933,4,3,87
MANHATTAN,622 3 AVENUE,10017,3,2/22/20,N,N,N,N,N,N,N,N,Y,40.749581,-73.975324,6,4,80
MANHATTAN,101 PARK AVENUE,10178,1,7/24/24,N,N,N,N,N,N,N,N,,40.750992,-73.978485,5,4,80
MANHATTAN,1285 Sixth Avenue,10019,2,9/18/21,N,N,N,N,N,N,N,N,,40.760753,-73.979818,5,4,131
QUEENS,110-50 71 ROAD,11375,1,9/16/20,N,N,N,N,N,N,N,N,Y,40.721762,-73.840792,6,29,75702
MANHATTAN,305 West 72nd Street,10023,1,7/22/21,N,N,N,N,N,N,N,N,,40.780033,-73.98499,7,6,159
MANHATTAN,1000 Third Ave,10022,1,11/13/24,N,N,N,N,N,N,N,N,,40.761894,-73.966349,8,4,11402
MANHATTAN,315 WEST   23 STREET,10011,1,6/18/20,N,N,N,N,N,N,N,N,Y,40.745601,-73.999192,4,3,93
MANHATTAN,780 West End Avenue,10025,1,8/8/23,N,N,N,N,N,N,N,N,,40.796348,-73.972002,7,6,183
BRONX,360 East 137th Street,10454,2,9/16/20,N,N,N,N,N,N,N,N,Y,40.809035,-73.924863,1,8,23
MANHATTAN,5 Beekman Street,10038,3,6/8/20,N,N,N,N,N,N,N,N,,40.711393,-74.006666,1,1,1501
MANHATTAN,38 EAST 85 STREET,10028,1,6/13/24,N,N,N,N,N,N,N,N,,40.780073,-73.95909,8,4,15001
MANHATTAN,175 East 74th Street,10021,1,4/11/22,N,N,N,N,N,N,N,N,,40.771381,-73.960373,8,4,128
BRONX,120 Erskine Place,10475,1,3/24/23,N,N,N,N,N,N,N,N,,40.861339,-73.82147,10,12,302
BROOKLYN,365 Bridge Street,11201,1,4/27/22,N,N,N,N,N,N,N,N,,40.692459,-73.985255,2,33,15
MANHATTAN,19 East 57 Street,10022,2,11/4/23,N,N,N,N,N,N,N,N,,40.762621,-73.973128,5,4,11202
MANHATTAN,255 West 108th Street,10025,1,10/7/24,N,N,N,N,N,N,N,N,,40.802805,-73.967257,7,7,195
MANHATTAN,102 West 80th Street,10024,1,9/2/21,N,N,N,N,N,N,N,N,,40.782759,-73.975308,7,6,165
MANHATTAN,169 East 78th Street,10075,1,5/20/21,N,N,N,N,N,N,N,N,,40.773947,-73.958588,8,4,140
MANHATTAN,12 Beekman Place,10022,1,12/14/23,N,N,N,N,N,N,N,N,,40.753105,-73.964982,6,4,8603
MANHATTAN,210 Sherman Avenue,10034,1,5/27/22,N,N,N,N,N,N,N,N,,40.865482,-73.920876,12,10,293
MANHATTAN,302 Fifth Avenue,10001,1,6/2/20,N,N,N,N,N,N,N,N,,40.746681,-73.985856,5,4,76
MANHATTAN,561 Broadway,10012,2,10/17/22,N,N,N,N,N,N,N,N,,40.723925,-73.998063,2,1,49
MANHATTAN,345 EAST 86TH STREET,10028,1,5/13/21,N,N,N,N,N,N,N,N,,40.777418,-73.950639,8,5,14602
MANHATTAN,150 West 58th Street,10019,1,6/13/22,N,N,N,N,N,N,N,N,,40.7656,-73.978152,5,4,137
MANHATTAN,520 MADISON AVENUE,10022,3,12/11/24,N,N,N,N,N,N,N,N,,40.760107,-73.974768,5,4,102
MANHATTAN,3 WEST 35 STREET,10001,1,7/30/22,N,N,N,N,N,N,N,N,,40.749324,-73.984585,5,4,84
MANHATTAN,235 WEST 48 STREET,10036,1,7/11/24,N,N,N,N,N,N,N,N,,40.760476,-73.985666,5,3,125
MANHATTAN,350 Fifth Avenue,10118,5,6/30/23,N,N,N,N,N,N,N,N,,40.748276,-73.98469,5,4,76
MANHATTAN,10 Columbus Circle,10019,6,6/4/20,N,N,N,N,N,N,N,N,,40.768244,-73.982339,4,3,145
MANHATTAN,366 Madison Avenue,10017,1,8/26/23,N,N,N,N,N,N,N,N,,40.755046,-73.977654,5,4,94
MANHATTAN,78 Fifth Avenue,10011,1,5/28/24,N,N,N,N,N,N,N,N,,40.735711,-73.99384,2,3,63
QUEENS,134-39 166th Place,11434,1,4/27/22,N,N,N,N,N,N,N,N,,40.673169,-73.773598,12,28,33402
MANHATTAN,33 West 55 Street,10019,1,12/11/24,N,N,N,N,N,N,N,N,,40.76219,-73.976132,5,4,104
BROOKLYN,2652 Cropsey Avenue,11214,1,9/2/21,N,N,N,N,N,N,N,N,,40.588967,-73.990408,13,43,314
BRONX,790 Concourse Village West,10451,2,9/28/23,N,N,N,N,N,N,N,N,,40.824382,-73.922613,4,16,61
MANHATTAN,380 2 AVENUE,10010,1,6/27/20,N,N,N,N,N,N,N,N,Y,40.737124,-73.981449,6,2,64
MANHATTAN,100-104 FIFTH AVENUE,10011,1,12/19/20,N,N,N,N,N,N,N,N,,40.736881,-73.992992,5,3,54
MANHATTAN,120 East 34th Street,10016,1,6/3/21,N,N,N,N,N,N,N,N,,40.746661,-73.98036,5,2,72
MANHATTAN,80 Elizabeth Street,10013,1,10/6/22,N,N,N,N,N,N,N,N,,40.718046,-73.996035,2,1,41
BROOKLYN,1 PLAZA ST WEST,11217,2,9/29/20,N,N,N,N,N,N,N,N,Y,40.675145,-73.971148,6,39,159
MANHATTAN,429 EAST   52 STREET,10022,1,12/30/20,N,N,N,N,N,N,N,N,Y,40.754801,-73.964447,6,4,8603
MANHATTAN,250 CABRINI BOULEVARD,10033,1,12/15/20,N,N,N,N,N,N,N,N,,40.855554,-73.937979,12,10,275
MANHATTAN,216 West 100th Street,10025,1,9/20/22,N,N,N,N,N,N,N,N,,40.796965,-73.969308,7,7,187
MANHATTAN,309 EAST 49 STREET,10017,1,12/2/24,N,N,N,N,N,N,N,N,,40.75405,-73.968483,6,4,98
MANHATTAN,200 CHAMBERS STREET,10007,1,10/19/22,N,N,N,N,N,N,N,N,,40.716863,-74.012207,1,1,21
MANHATTAN,350 West 57th Street,10019,2,10/21/22,N,N,N,N,N,N,N,N,,40.767319,-73.984321,4,3,139
MANHATTAN,175 VARICK ST,10014,1,11/19/22,N,N,N,N,N,N,N,N,,40.727392,-74.005517,2,3,37
MANHATTAN,11 FIFTH AVENUE,10003,1,11/9/22,N,N,N,N,N,N,N,N,,40.732407,-73.996226,2,2,59
MANHATTAN,444 East 75th Street,10021,1,11/6/24,N,N,N,N,N,N,N,N,,40.76879,-73.952555,8,5,132
MANHATTAN,230 East 48 Street,10017,2,3/20/24,N,N,N,N,N,N,N,N,,40.754218,-73.970865,6,4,90
BRONX,1160 East 229th Drive South,10466,1,9/3/20,N,N,N,N,N,N,N,N,Y,40.885115,-73.845192,12,12,458
MANHATTAN,260 West 39th Street,10018,1,4/6/22,N,N,N,N,N,N,N,N,,40.754817,-73.989984,5,3,113
MANHATTAN,535 MADISON AVENUE,10022,3,7/7/20,N,N,N,N,N,N,N,N,Y,40.760354,-73.973454,5,4,102
MANHATTAN,445 East 69 Street,10021,1,11/10/20,N,N,N,N,N,N,N,N,,40.765434,-73.956362,8,5,124
MANHATTAN,235 East 22nd Street,10010,1,8/24/21,N,N,N,N,N,N,N,N,,40.737804,-73.982748,6,2,64
MANHATTAN,15 West 61st Street,10023,1,9/13/23,N,N,N,N,N,N,N,N,,40.769912,-73.982494,7,3,145
MANHATTAN,24 WEST 69 STREET,10023,1,8/31/23,N,N,N,N,N,N,N,N,,40.77466,-73.978286,7,6,153
MANHATTAN,233 EAST 69 STREET,10021,1,6/1/21,N,N,N,N,N,N,N,N,,40.767258,-73.960675,8,4,126
MANHATTAN,1410 BROADWAY,10018,1,11/13/23,N,N,N,N,N,N,N,N,,40.753497,-73.987111,5,4,113
BROOKLYN,36 Plaza Street,11238,1,1/17/21,N,N,N,N,N,N,N,N,,40.67524,-73.969483,8,35,207
MANHATTAN,330 WEST   34 STREET,10001,1,5/26/20,N,N,N,N,N,N,N,N,Y,40.752619,-73.994503,4,3,103
MANHATTAN,1328 Broadway,10001,1,10/3/23,N,N,N,N,N,N,N,N,,40.750316,-73.987379,5,4,76
BRONX,1001 jerome ave,10452,1,12/28/21,N,N,N,N,N,N,N,N,,40.831367,-73.926493,4,8,189
MANHATTAN,400 East 90th Street,10128,1,10/7/21,N,N,N,N,N,N,N,N,,40.779286,-73.947175,8,5,152
MANHATTAN,251 EAST 51 STREET,10022,1,8/25/21,N,N,N,N,N,N,N,N,,40.75598,-73.969171,6,4,98
MANHATTAN,321 EAST 48 STREET,10017,1,12/16/20,N,N,N,N,N,N,N,N,,40.753359,-73.968783,6,4,90
MANHATTAN,595 Madison Avenue,10022,2,10/21/23,N,N,N,N,N,N,N,N,,40.762384,-73.97228,5,4,11202
MANHATTAN,38 West 26th Street,10010,1,7/16/24,N,N,N,N,N,N,N,N,,40.744165,-73.989913,5,3,58
BROOKLYN,120 Nassau Street,11201,1,12/14/23,N,N,N,N,N,N,N,N,,40.698486,-73.98666,2,33,13
MANHATTAN,227 East 57th Street,10022,1,11/10/22,N,N,N,N,N,N,N,N,,40.759913,-73.966704,6,4,108
MANHATTAN,15 East 30th Street,10016,2,7/11/23,N,N,N,N,N,N,N,N,,40.745496,-73.985366,5,4,74
MANHATTAN,530 WEST END AVE,10024,1,6/17/20,N,N,N,N,N,N,N,N,,40.78868,-73.977993,7,6,171
MANHATTAN,46 East 91st Street,10128,1,12/6/22,N,N,N,N,N,N,N,N,,40.783882,-73.956126,8,4,15002
MANHATTAN,111 WEST   71 STREET,10023,1,9/21/20,N,N,N,N,N,N,N,N,Y,40.776911,-73.979694,7,6,157
MANHATTAN,444 East 57th Street,10022,1,10/16/23,N,N,N,N,N,N,N,N,,40.757864,-73.961883,6,5,10601
MANHATTAN,536 WEST   46 STREET,10036,1,8/24/20,N,N,N,N,N,N,N,N,Y,40.76278,-73.995055,4,3,129
MANHATTAN,1802 SECOND AVENUE,10128,2,3/13/23,N,N,N,N,N,N,N,N,,40.782597,-73.948292,8,5,154
MANHATTAN,520 Eighth Avenue,10018,2,2/8/23,N,N,N,N,N,N,N,N,,40.753612,-73.992417,5,3,109
MANHATTAN,10 Hudson Yards,10001,2,10/20/22,N,N,N,N,N,N,N,N,,40.752457,-74.000704,4,3,99
MANHATTAN,130 East 59 Street,10022,1,11/23/24,N,N,N,N,N,N,N,N,,40.762367,-73.96854,5,4,11203
MANHATTAN,425 WEST 23 STREET,10011,1,7/23/24,N,N,N,N,N,N,N,N,,40.746885,-74.002234,4,3,93
QUEENS,104-20 Queens Boulevard,11375,1,9/28/21,N,N,N,N,N,N,N,N,,40.72378,-73.848991,6,29,71305
MANHATTAN,135 WEST 29TH STREET,10001,1,11/13/21,N,N,N,N,N,N,N,N,,40.747138,-73.99118,5,3,95
MANHATTAN,308 EAST   79 STREET,10075,2,5/28/20,N,N,N,N,N,N,N,N,Y,40.773124,-73.95457,8,5,134
MANHATTAN,165 Duane Street,10013,1,11/9/23,N,N,N,N,N,N,N,N,,40.717283,-74.009145,1,1,39
MANHATTAN,181 HUDSON STREET,10013,1,12/13/21,N,N,N,N,N,N,N,N,,40.722726,-74.008106,1,1,39
MANHATTAN,15 CENTRAL PARK WEST,10023,1,7/26/22,N,N,N,N,N,N,N,N,,40.769481,-73.98088,7,3,145
MANHATTAN,3716 10 AVE,10034,1,8/2/23,N,N,N,N,N,N,N,N,,40.858998,-73.922912,12,10,299
MANHATTAN,30 West Street,10004,1,2/21/23,N,N,N,N,N,N,N,N,,40.706146,-74.016873,1,1,31704
BROOKLYN,3031 West 25 Street,11224,1,10/8/24,N,N,N,N,N,N,N,N,,40.572833,-73.991613,13,47,352
MANHATTAN,425 PARK AVENUE,10022,1,3/4/23,N,N,N,N,N,N,N,N,,40.760512,-73.971541,5,4,100
MANHATTAN,183 MADISON AVENUE,10016,1,12/24/24,N,N,N,N,N,N,N,N,,40.747515,-73.982763,5,2,74
BRONX,1357 Washington Avenue,10456,2,9/22/20,N,N,N,N,N,N,N,N,Y,40.834313,-73.905219,3,16,14701
MANHATTAN,215 West 88th Street,10024,1,3/10/23,N,N,N,N,N,N,N,N,,40.789248,-73.974656,7,6,175
MANHATTAN,1 ROCKEFELLER PLAZA,10020,1,10/19/24,N,N,N,N,N,N,N,N,,40.757904,-73.979288,5,4,96
MANHATTAN,200 RIVERSIDE BLVD,10069,1,7/12/22,N,N,N,N,N,N,N,N,,40.779105,-73.988193,7,6,155
MANHATTAN,520 12th avenue,10036,1,12/26/23,N,N,N,N,N,N,N,N,,40.762316,-74.000036,4,3,129
MANHATTAN,373 Park Ave South,10016,1,5/12/24,N,N,N,N,N,N,N,N,,40.742375,-73.984757,5,2,68
MANHATTAN,43 FIFTH AVENUE,10003,1,11/8/23,N,N,N,N,N,N,N,N,,40.734125,-73.99497,2,2,61
BROOKLYN,329 Patchen Ave,11233,1,12/14/21,N,N,N,N,N,N,N,N,,40.679787,-73.925409,3,41,381
MANHATTAN,123 East 54th Street,10022,1,3/7/23,N,N,N,N,N,N,N,N,,40.759291,-73.971206,5,4,100
MANHATTAN,450 RIVERSIDE DRIVE,10027,1,3/29/23,N,N,N,N,N,N,N,N,,40.809575,-73.965267,9,7,205
MANHATTAN,433 East 30 Street,10016,1,11/8/22,N,N,N,N,N,N,N,N,,40.740935,-73.974516,6,4,62
BRONX,2021 GRAND CONCOURSE,10453,1,2/27/23,N,N,N,N,N,N,N,N,,40.851812,-73.904121,5,14,23501
MANHATTAN,37 West 26 Street,10010,1,8/29/21,N,N,N,N,N,N,N,N,,40.744179,-73.989902,5,3,58
BROOKLYN,345 Adams street,11201,1,12/5/24,A,N,N,N,N,N,N,N,,40.6934,-73.988915,2,33,11
MANHATTAN,241 east 86 street,10028,1,5/6/21,N,N,N,N,N,N,N,N,,40.778416,-73.953003,8,5,14602
MANHATTAN,300 EAST 54 STREET,10022,1,10/30/24,N,N,N,N,N,N,N,N,,40.757225,-73.966352,6,4,98
BROOKLYN,2940 West 31st Street,11224,1,9/30/20,N,N,N,N,N,N,N,N,Y,40.57448,-73.997372,13,47,342
MANHATTAN,3 Hanover Square,10004,3,12/28/20,N,N,N,N,N,N,N,N,,40.704808,-74.009623,1,1,7
MANHATTAN,37-43 Wall Street,10005,1,9/2/22,N,N,N,N,N,N,N,N,,40.70674,-74.010095,1,1,7
MANHATTAN,123 William Street,10038,1,6/1/24,N,N,N,N,N,N,N,N,,40.709112,-74.006893,1,1,1502
MANHATTAN,6 East 43rd Street,10017,1,12/10/22,N,N,N,N,N,N,N,N,,40.753979,-73.979997,5,4,94
MANHATTAN,50 W. 47th Street,10036,1,2/5/22,N,N,N,N,N,N,N,N,,40.757333,-73.980187,5,4,96
MANHATTAN,25 broadway,10004,1,6/9/21,N,N,N,N,N,N,N,N,,40.705752,-74.013374,1,1,13
MANHATTAN,40 Monroe Street,10002,3,12/9/21,N,N,N,N,N,N,N,N,,40.711555,-73.994579,3,1,8
MANHATTAN,144 EAST 36 STREET,10016,1,6/2/22,N,N,N,N,N,N,N,N,,40.747451,-73.978256,6,4,80
MANHATTAN,305 West 86 Street,10024,1,8/15/23,N,N,N,N,N,N,N,N,,40.789015,-73.978152,7,6,175
MANHATTAN,401 East 89th Street,10128,1,5/15/23,N,N,N,N,N,N,N,N,,40.778732,-73.947767,8,5,152
MANHATTAN,85 Broad Street,10004,1,1/5/21,N,N,N,N,N,N,N,N,,40.704215,-74.011559,1,1,9
BROOKLYN,345 adams street,11201,3,11/28/21,A,N,A,N,N,N,N,N,,40.6934,-73.988915,2,33,11
MANHATTAN,345 Park Avenue,10154,1,11/13/21,N,N,N,N,N,N,N,N,,40.758171,-73.973246,5,4,100
MANHATTAN,50 West 34 Street,10001,5,10/14/21,N,N,N,N,N,N,N,N,,40.74936,-73.986773,5,4,76
MANHATTAN,384 Fifth Ave,10018,1,9/17/20,N,N,N,N,N,N,N,N,,40.749462,-73.983827,5,4,84
BROOKLYN,155 Henry Street,11201,1,3/11/21,N,N,N,N,N,N,N,N,,40.696157,-73.993639,2,33,502
MANHATTAN,750 Park Avenue,10021,1,10/2/24,N,N,N,N,N,N,N,N,,40.770863,-73.964013,8,4,130
MANHATTAN,200 East 66th Street,10065,2,12/30/24,N,N,N,N,N,N,N,N,,40.76562,-73.962846,8,4,118
MANHATTAN,960 Fifth Avenue,10075,1,5/11/23,N,N,N,N,N,N,N,N,,40.775768,-73.964609,8,4,142
QUEENS,4545 Center Boulevard,11109,1,6/15/21,N,N,N,N,N,N,N,N,,40.748068,-73.95667,2,26,1
MANHATTAN,109 East 31st Street,10016,1,12/28/22,N,N,N,N,N,N,N,N,,40.744946,-73.982147,5,2,72
MANHATTAN,434 West 19 Street,10011,1,8/18/20,N,N,N,N,N,N,N,N,,40.744618,-74.004526,4,3,89
MANHATTAN,400 CENTRAL PARK WEST,10025,1,7/10/20,N,N,N,N,N,N,N,N,,40.793946,-73.963036,7,7,185
MANHATTAN,5 Union Square,10003,1,11/3/23,N,N,N,N,N,N,N,N,,40.735453,-73.991549,5,2,52
MANHATTAN,148 West 24th Street,10011,1,1/14/23,N,N,N,N,N,N,N,N,,40.744149,-73.993721,4,3,91
MANHATTAN,575 Lexington Avenue,10022,1,5/11/20,N,N,N,N,N,N,N,N,,40.757216,-73.971827,6,4,100
MANHATTAN,420 West 23rd Street,10011,1,10/1/24,N,N,N,N,N,N,N,N,,40.746836,-74.002162,4,3,93
MANHATTAN,127 W 79 ST,10024,1,9/19/24,N,N,N,N,N,N,N,N,,40.782361,-73.976432,7,6,165
MANHATTAN,587 5 AVENUE,10017,1,6/3/20,N,N,N,N,N,N,N,N,Y,40.756998,-73.97831,5,4,94
MANHATTAN,350 Central Park West,10025,1,7/14/21,N,N,N,N,N,N,N,N,,40.790898,-73.965255,7,6,181
MANHATTAN,101 West 80th Street,10024,1,7/6/23,N,N,N,N,N,N,N,N,,40.782748,-73.975243,7,6,165
MANHATTAN,121 WEST 20 STREET,10011,1,6/11/20,N,N,N,N,N,N,N,N,,40.741409,-73.995038,4,3,87
MANHATTAN,270 WEST   43 STREET,10036,1,6/4/20,N,N,N,N,N,N,N,N,Y,40.757477,-73.988294,5,3,119
BROOKLYN,303 BEVERLEY ROAD,11218,1,10/20/20,N,N,N,N,N,N,N,N,Y,40.642974,-73.977169,12,39,488
MANHATTAN,2 HORATIO STREET,10014,1,8/28/24,N,N,N,N,N,N,N,N,,40.738753,-74.002504,2,3,77
MANHATTAN,350 East 72nd Street,10021,1,7/14/21,N,N,N,N,N,N,N,N,,40.768204,-73.956974,8,5,126
MANHATTAN,55 Water Street,10041,3,7/19/23,N,N,N,N,N,N,N,N,,40.703608,-74.009691,1,1,9
MANHATTAN,10 SHERIDAN SQUARE,10014,1,11/2/20,N,N,N,N,N,N,N,N,Y,40.733022,-74.001916,2,3,71
MANHATTAN,770 Broadway,10003,1,12/3/23,N,N,N,N,N,N,N,N,,40.730842,-73.991402,2,2,57
MANHATTAN,200 EAST   89 STREET,10128,1,7/21/20,N,N,N,N,N,N,N,N,Y,40.780606,-73.952243,8,5,14602
MANHATTAN,374 West 11th Street,10014,1,6/9/21,N,N,N,N,N,N,N,N,,40.73533,-74.00967,2,3,75
MANHATTAN,145 West 28 Street,10001,1,9/24/22,N,N,N,N,N,N,N,N,,40.746602,-73.991829,5,3,95
MANHATTAN,520 MADISON AVENUE,10022,1,11/21/23,N,N,N,N,N,N,N,N,,40.760107,-73.974768,5,4,102
MANHATTAN,184 THOMPSON STREET,10012,1,10/10/23,N,N,N,N,N,N,N,N,,40.727988,-74.000032,2,1,65
MANHATTAN,777 Third Avenue,10017,1,9/21/24,N,N,N,N,N,N,N,N,,40.75466,-73.971598,6,4,90
MANHATTAN,1045 AVENUE OF THE AMERICAS,10018,1,5/27/20,N,N,N,N,N,N,N,N,Y,40.753129,-73.985361,5,4,113
MANHATTAN,1290 Sixth Avenue,10119,1,4/22/23,N,N,N,N,N,N,N,N,,40.760857,-73.979717,5,4,104
